model,dof,seed,sample_id,d_safe,obstacle_count,success,failed,cost,stop,iter,solve_ms,initial_min_distance,final_min_distance,trajectory_min_distance,safety_violation_count,collision_violation_count,placement_error_norm,path_length,jerk_rms,torque_rate_rms,failure_message
ur10,6,2099633655,4,0.08,2,0,0,679.078054612,0.165295108,100,96.148225,0.203677782,0.08597088,0.045286601,11,0,0.39426711,2.952591204,86758.780188457,9694.451615748,""
ur10,6,2099633654,5,0.08,2,0,0,344.335678039,0.000773434,100,90.593614,0.26208082,-0.061753509,-0.073007153,26,20,0.601603974,2.871176647,19989.404285227,11150.129454874,""
ur10,6,2099633653,6,0.08,2,0,0,1540.691211364,0.028236324,100,96.831263,0.24755153,0.176333036,0.176333036,0,0,0.762895628,2.905891193,9122.642194222,5420.466723605,""
ur10,6,2099633652,7,0.08,2,0,0,1504.566403825,0.015006078,100,90.604219,0.428476604,0.312216927,0.276971369,0,0,0.829206789,3.077118631,20120.054946325,4874.215881269,""
ur10,6,2099633651,8,0.08,2,0,0,1015.869097121,0.020325081,100,95.383542,0.206176558,0.113791963,0.093808026,0,0,0.347489192,2.779835758,23462.60653218,8701.44241188,""
ur10,6,2099633650,9,0.08,2,0,0,323.773126185,0.708961314,100,94.462103,0.330551028,0.061338528,0.059835131,28,0,0.17930833,2.382993388,55033.657646285,6641.042635452,""
ur10,6,2099633649,10,0.08,2,1,0,1001.029994361,0.000000965,84,76.797984,0.230051039,0.191968318,0.156898446,0,0,0.706598141,2.879941565,13648.153697005,7211.717770212,""
ur10,6,2099633648,11,0.08,2,1,0,810.635912427,0.000000875,83,80.726252,0.345654545,-0.08348587,-0.08348587,75,38,0.522413998,3.090759769,17043.230771493,10074.605343985,""
ur10,6,2099633615,12,0.08,2,0,0,327.76746039,0.002064116,100,94.794257,0.301100401,-0.043187404,-0.088399732,41,19,0.381591766,2.549250267,78517.14559537,9000.79123232,""
ur10,6,2099633614,13,0.08,2,0,0,727.905994925,0.066599427,100,94.895804,0.252208918,0.153965166,0.153965166,0,0,0.672324766,3.152028037,23554.744590197,10084.286615966,""
ur10,6,2099633613,14,0.08,2,0,0,562.065280884,0.09242536,100,95.218069,0.469376024,0.011317097,0.005771585,29,0,0.43358496,2.803232131,62413.217805073,6618.27040072,""
